./Random/70h , 15s,1," [2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1] "
./Random/70i , 5m54s,21," [2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1] "
./Random/70j , 2m17s,1," [2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1] "
./RevLib/add16_174 , 2.1s,1," [2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1] "
./RevLib/add32_183 , 14s,1," [2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1] "
./RevLib/add64_184 , 1m51s,1," [2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2] "
./RevLib/avg8_325 , 20m46s,1," [2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,2,1,1,1,2,1] "
./RevLib/bw_291 , 9.6s,1," [2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2] "
./RevLib/cycle10_293 , 0.4s,1," [2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1] "
./RevLib/e64-bdd_295 , 35s,1," [2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1] "
./RevLib/ex5p_296 , 1m48s,1," [2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,1,1] "
./RevLib/ham15_298 , 0.7s,1," [2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2] "
./RevLib/mod5adder_306 , 0.4s,1," [2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1] "
./RevLib/rd84_313 , 0.5s,1," [2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2] "
./RevLib/urf1_149 , 29s,1," [2,1,2,2,2,2,1,1,2,2] "
./RevLib/urf2_152 , 11s,1," [2,1,2,2,2,2,1,1,2] "
./RevLib/urf3_155 , 1m16s,1," [2,1,2,2,2,2,1,1,2,2,1] "
./RevLib/urf4_187 , 1m55s,1," [2,1,2,2,2,2,1,1,2,2,1,2] "
./RevLib/urf5_158 , 26s,1," [2,1,2,2,2,2,1,1,2,2] "
./RevLib/urf6_160 , 1m4s,1," [2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1] "
./RevLib/hwb6_301 , 1.7s,1," [2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1] "
./RevLib/hwb7_302 , 7.4s,1," [2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2] "
./RevLib/hwb8_303 , 26s,1," [2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,1,2] "
./RevLib/hwb9_304 , 1m31s,1," [2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1] "
